sn,Site,Filename,time_start,time_end,freq_low,freq_high,classid,species,sound_class,GroundTruth,score_initial,score_reinforcement
4274,YLTPS,TW_TFRI_YLTPS01_20160531_043000.wav,83211,83446,465,1054,98,Otus lettia,S-01,0,0.533,0.546
4275,YLTPS,TW_TFRI_YLTPS01_20160531_170000.wav,53296,53778,262,681,116,Strix nivicolum,S-01,0,0.804,0.723
4276,YLTPS,TW_TFRI_YLTPS01_20160531_170000.wav,174000,174144,323,779,116,Strix nivicolum,S-01,0,0.122,0
4277,YLTPS,TW_TFRI_YLTPS01_20160531_193000.wav,298608,299011,289,700,116,Strix nivicolum,S-01,0,0.777,0.475
4278,YLTPS,TW_TFRI_YLTPS01_20160531_200000.wav,229760,230195,316,749,116,Strix nivicolum,S-01,0,0.743,0.447
4279,YLTPS,TW_TFRI_YLTPS01_20160601_040000.wav,161000,161398,358,729,116,Strix nivicolum,S-01,1,0.391,0.334
4280,YLTPS,TW_TFRI_YLTPS01_20160602_173000.wav,49000,49240,681,1178,98,Otus lettia,S-01,0,0.309,0
4281,YLTPS,TW_TFRI_YLTPS01_20160603_013000.wav,221913,222711,111,418,115,Strix leptogrammica,S-01,0,0.222,0
4282,YLTPS,TW_TFRI_YLTPS01_20160603_040000.wav,84537,85720,100,337,115,Strix leptogrammica,S-01,0,0.25,0.397
4283,YLTPS,TW_TFRI_YLTPS01_20160603_040000.wav,84814,85000,282,759,116,Strix nivicolum,S-01,1,0.817,0.653
4284,YLTPS,TW_TFRI_YLTPS01_20160603_040000.wav,163028,163514,323,739,116,Strix nivicolum,S-01,1,0.783,0.817
4285,YLTPS,TW_TFRI_YLTPS01_20160603_230000.wav,91245,91768,653,1204,98,Otus lettia,S-01,0,0.35,0
4286,YLTPS,TW_TFRI_YLTPS01_20160604_050000.wav,29112,29388,186,555,88,Ninox japonica,S-01,0,0.556,0.463
4287,YLTPS,TW_TFRI_YLTPS01_20160604_050000.wav,158193,158440,289,608,88,Ninox japonica,S-01,0,0.378,0
4288,YLTPS,TW_TFRI_YLTPS01_20160604_050000.wav,251922,252225,162,547,88,Ninox japonica,S-01,0,0.658,0.246
4289,YLTPS,TW_TFRI_YLTPS01_20160605_000000.wav,78839,79368,249,769,116,Strix nivicolum,S-01,1,0.871,0.849
4290,YLTPS,TW_TFRI_YLTPS01_20160605_000000.wav,165482,166101,269,769,116,Strix nivicolum,S-01,1,0.779,0.857
4291,YLTPS,TW_TFRI_YLTPS01_20160605_000000.wav,264000,264158,309,759,116,Strix nivicolum,S-01,1,0.251,0.264
4292,YLTPS,TW_TFRI_YLTPS01_20160605_060000.wav,90745,91023,505,810,88,Ninox japonica,S-01,0,0.421,0
4293,YLTPS,TW_TFRI_YLTPS01_20160606_040000.wav,110679,111071,337,749,116,Strix nivicolum,S-01,1,0.667,0.659
4294,YLTPS,TW_TFRI_YLTPS01_20160606_040000.wav,297204,297617,323,789,116,Strix nivicolum,S-01,1,0.264,0
4295,YLTPS,TW_TFRI_YLTPS01_20160606_053000.wav,265803,266284,249,700,116,Strix nivicolum,S-01,0,0.104,0
4296,YLTPS,TW_TFRI_YLTPS01_20160606_183000.wav,53741,54294,282,635,115,Strix leptogrammica,S-01,0,0.521,0
4297,YLTPS,TW_TFRI_YLTPS01_20160606_183000.wav,252892,253428,289,599,115,Strix leptogrammica,S-01,0,0.658,0
4298,YLTPS,TW_TFRI_YLTPS01_20160606_223000.wav,77025,77506,344,759,116,Strix nivicolum,S-01,1,0.3,0.385
4299,YLTPS,TW_TFRI_YLTPS01_20160606_223000.wav,185460,185941,337,749,116,Strix nivicolum,S-01,1,0.624,0.724
4300,YLTPS,TW_TFRI_YLTPS01_20160606_223000.wav,247440,247890,351,729,116,Strix nivicolum,S-01,1,0.684,0.685
4301,YLTPS,TW_TFRI_YLTPS01_20160607_020000.wav,6000,6468,905,1270,66,Glaucidium brodiei,S-01,0,0.259,0
4302,YLTPS,TW_TFRI_YLTPS01_20160608_030000.wav,253360,253966,309,749,116,Strix nivicolum,S-01,1,0.786,0.848
4303,YLTPS,TW_TFRI_YLTPS01_20160608_030000.wav,253360,253952,302,739,115,Strix leptogrammica,S-01,0,0.662,0
4304,YLTPS,TW_TFRI_YLTPS01_20160608_030000.wav,274080,274782,330,739,116,Strix nivicolum,S-01,1,0.269,0.79
4305,YLTPS,TW_TFRI_YLTPS01_20160608_030000.wav,293021,293599,316,739,116,Strix nivicolum,S-01,1,0.718,0.854
4306,YLTPS,TW_TFRI_YLTPS01_20160608_033000.wav,183149,183693,217,789,116,Strix nivicolum,S-01,1,0.908,0.855
4307,YLTPS,TW_TFRI_YLTPS01_20160608_033000.wav,203000,203206,249,789,116,Strix nivicolum,S-01,1,0.539,0.664
4308,YLTPS,TW_TFRI_YLTPS01_20160608_043000.wav,90764,91229,262,820,116,Strix nivicolum,S-01,0,0.294,0
4309,YLTPS,TW_TFRI_YLTPS01_20160608_053000.wav,225486,225968,262,663,116,Strix nivicolum,S-01,0,0.71,0
4310,YLTPS,TW_TFRI_YLTPS01_20160608_183000.wav,14551,15005,249,749,116,Strix nivicolum,S-01,0,0.229,0
4311,YLTPS,TW_TFRI_YLTPS01_20160608_183000.wav,105586,106231,295,617,115,Strix leptogrammica,S-01,0,0.203,0
4312,YLTPS,TW_TFRI_YLTPS01_20160608_183000.wav,126505,126986,223,810,116,Strix nivicolum,S-01,0,0.198,0
4313,YLTPS,TW_TFRI_YLTPS01_20160608_183000.wav,128541,129195,249,691,116,Strix nivicolum,S-01,0,0.526,0
4314,YLTPS,TW_TFRI_YLTPS01_20160608_183000.wav,147405,147838,180,710,116,Strix nivicolum,S-01,0,0.529,0
4315,YLTPS,TW_TFRI_YLTPS01_20160608_183000.wav,199314,199787,242,810,116,Strix nivicolum,S-01,0,0.571,0
4316,YLTPS,TW_TFRI_YLTPS01_20160608_213000.wav,164089,164335,522,841,88,Ninox japonica,S-01,0,0.525,0.161
4317,YLTPS,TW_TFRI_YLTPS01_20160609_020000.wav,232867,233342,653,1230,98,Otus lettia,S-01,0,0.447,0
4318,YLTPS,TW_TFRI_YLTPS01_20160609_053000.wav,4495,4945,255,720,116,Strix nivicolum,S-01,0,0.509,0
4319,YLTPS,TW_TFRI_YLTPS01_20160609_053000.wav,106657,107000,168,481,115,Strix leptogrammica,S-01,0,0.224,0
4320,YLTPS,TW_TFRI_YLTPS01_20160609_060000.wav,55658,56197,262,769,116,Strix nivicolum,S-01,0,0.325,0
4321,YLTPS,TW_TFRI_YLTPS01_20160609_183000.wav,290583,290872,653,1165,98,Otus lettia,S-01,0,0.412,0
4322,YLTPS,TW_TFRI_YLTPS01_20160610_013000.wav,39830,40071,522,830,88,Ninox japonica,S-01,0,0.268,0
4323,YLTPS,TW_TFRI_YLTPS01_20160610_043000.wav,286755,287002,497,820,88,Ninox japonica,S-01,0,0.653,0.196
4324,YLTPS,TW_TFRI_YLTPS01_20160610_050000.wav,73339,73606,481,799,88,Ninox japonica,S-01,0,0.602,0.44
4325,YLTPS,TW_TFRI_YLTPS01_20160610_050000.wav,84440,84732,489,820,88,Ninox japonica,S-01,0,0.642,0.32
4326,YLTPS,TW_TFRI_YLTPS01_20160610_053000.wav,163431,163771,337,799,88,Ninox japonica,S-01,0,0.797,0.673
4327,YLTPS,TW_TFRI_YLTPS01_20160611_173000.wav,281000,281475,100,418,115,Strix leptogrammica,S-01,0,0.592,0.338
4328,YLTPS,TW_TFRI_YLTPS01_20160612_020000.wav,198929,199183,473,810,88,Ninox japonica,S-01,0,0.539,0
4329,YLTPS,TW_TFRI_YLTPS01_20160613_053000.wav,230433,230697,465,830,88,Ninox japonica,S-01,0,0.662,0
4330,YLTPS,TW_TFRI_YLTPS01_20160613_210000.wav,155753,156000,617,1115,98,Otus lettia,S-01,0,0.16,0
4331,YLTPS,TW_TFRI_YLTPS01_20160614_033000.wav,222000,222200,366,691,88,Ninox japonica,S-01,0,0.724,0.617
4332,YLTPS,TW_TFRI_YLTPS01_20160614_043000.wav,237528,237920,330,769,116,Strix nivicolum,S-01,1,0.604,0.379
4333,YLTPS,TW_TFRI_YLTPS01_20160614_213000.wav,226867,227080,505,810,88,Ninox japonica,S-01,0,0.354,0.414
4334,YLTPS,TW_TFRI_YLTPS01_20160614_220000.wav,176348,176735,330,700,116,Strix nivicolum,S-01,1,0.524,0.745
4335,YLTPS,TW_TFRI_YLTPS01_20160614_220000.wav,229698,230174,309,779,116,Strix nivicolum,S-01,1,0.694,0.738
4336,YLTPS,TW_TFRI_YLTPS01_20160614_220000.wav,291874,292369,323,739,116,Strix nivicolum,S-01,1,0.642,0.672
4337,YLTPS,TW_TFRI_YLTPS01_20160615_003000.wav,29000,29248,330,710,116,Strix nivicolum,S-01,1,0.409,0.837
4338,YLTPS,TW_TFRI_YLTPS01_20160615_003000.wav,50537,51005,330,749,116,Strix nivicolum,S-01,1,0.82,0.838
4339,YLTPS,TW_TFRI_YLTPS01_20160615_003000.wav,83569,84133,337,729,115,Strix leptogrammica,S-01,0,0.804,0
4340,YLTPS,TW_TFRI_YLTPS01_20160615_003000.wav,102643,103154,330,759,116,Strix nivicolum,S-01,1,0.658,0.792
4341,YLTPS,TW_TFRI_YLTPS01_20160615_003000.wav,134383,134911,323,729,116,Strix nivicolum,S-01,1,0.553,0.855
4342,YLTPS,TW_TFRI_YLTPS01_20160615_003000.wav,239507,239986,330,769,116,Strix nivicolum,S-01,1,0.405,0.808
4343,YLTPS,TW_TFRI_YLTPS01_20160615_170000.wav,4000,4585,573,1042,66,Glaucidium brodiei,S-01,0,0.265,0
4344,YLTPS,TW_TFRI_YLTPS01_20160615_180000.wav,226778,227039,710,1115,98,Otus lettia,S-01,0,0.131,0
4345,YLTPS,TW_TFRI_YLTPS01_20160615_193000.wav,194000,194206,418,1091,98,Otus lettia,S-01,0,0.419,0.172
4346,YLTPS,TW_TFRI_YLTPS01_20160615_213000.wav,83924,84000,249,779,116,Strix nivicolum,S-01,1,0.496,0.863
4347,YLTPS,TW_TFRI_YLTPS01_20160616_003000.wav,4351,4771,309,820,116,Strix nivicolum,S-01,1,0.843,0.563
4348,YLTPS,TW_TFRI_YLTPS01_20160616_003000.wav,119911,120000,358,749,116,Strix nivicolum,S-01,1,0.367,0.733
4349,YLTPS,TW_TFRI_YLTPS01_20160616_003000.wav,179110,179580,289,789,116,Strix nivicolum,S-01,1,0.844,0.844
4350,YLTPS,TW_TFRI_YLTPS01_20160616_003000.wav,224241,224704,275,769,116,Strix nivicolum,S-01,1,0.877,0.824
4351,YLTPS,TW_TFRI_YLTPS01_20160616_010000.wav,0,151,289,769,116,Strix nivicolum,S-01,1,0.272,0.476
4352,YLTPS,TW_TFRI_YLTPS01_20160616_010000.wav,266131,266635,249,769,116,Strix nivicolum,S-01,1,0.91,0.863
4353,YLTPS,TW_TFRI_YLTPS01_20160616_010000.wav,297534,298044,255,769,116,Strix nivicolum,S-01,1,0.909,0.858
4354,YLTPS,TW_TFRI_YLTPS01_20160616_013000.wav,20563,21089,269,769,116,Strix nivicolum,S-01,1,0.906,0.864
4355,YLTPS,TW_TFRI_YLTPS01_20160616_013000.wav,75940,76495,230,789,116,Strix nivicolum,S-01,1,0.875,0.866
4356,YLTPS,TW_TFRI_YLTPS01_20160616_030000.wav,274998,275339,351,749,116,Strix nivicolum,S-01,0,0.493,0.725
4357,YLTPS,TW_TFRI_YLTPS01_20160616_053000.wav,105339,106000,873,1217,66,Glaucidium brodiei,S-01,0,0.528,0.223
4358,YLTPS,TW_TFRI_YLTPS01_20160616_230000.wav,287174,287421,1483,1854,101,Otus spilocephalus,S-01,0,0.177,0
4359,YLTPS,TW_TFRI_YLTPS01_20160617_053000.wav,155261,155700,262,810,116,Strix nivicolum,S-01,0,0.426,0
4360,YLTPS,TW_TFRI_YLTPS01_20160617_060000.wav,68453,69140,180,489,115,Strix leptogrammica,S-01,0,0.6,0
4361,YLTPS,TW_TFRI_YLTPS01_20160618_003000.wav,106753,107000,217,522,115,Strix leptogrammica,S-01,0,0.216,0
4362,YLTPS,TW_TFRI_YLTPS01_20160618_050000.wav,287366,288320,100,418,115,Strix leptogrammica,S-01,0,0.375,0
4363,YLTPS,TW_TFRI_YLTPS01_20160618_053000.wav,254176,254433,505,841,88,Ninox japonica,S-01,0,0.735,0.64
4364,YLTPS,TW_TFRI_YLTPS01_20160618_180000.wav,268716,269479,128,473,115,Strix leptogrammica,S-01,0,0.479,0
4365,YLTPS,TW_TFRI_YLTPS01_20160618_210000.wav,191176,191533,672,1191,98,Otus lettia,S-01,0,0.172,0
4366,YLTPS,TW_TFRI_YLTPS01_20160619_043000.wav,48392,48764,358,779,116,Strix nivicolum,S-01,0,0.292,0.659
4367,YLTPS,TW_TFRI_YLTPS01_20160619_043000.wav,79872,80780,111,395,115,Strix leptogrammica,S-01,0,0.132,0
4368,YLTPS,TW_TFRI_YLTPS01_20160620_033000.wav,121176,121389,489,1054,98,Otus lettia,S-01,0,0.25,0.292
4369,YLTPS,TW_TFRI_YLTPS01_20160621_020000.wav,8771,9224,323,769,116,Strix nivicolum,S-01,1,0.745,0.526
4370,YLTPS,TW_TFRI_YLTPS01_20160621_020000.wav,101695,102183,380,720,116,Strix nivicolum,S-01,1,0.265,0.578
4371,YLTPS,TW_TFRI_YLTPS01_20160621_020000.wav,168438,168870,337,749,116,Strix nivicolum,S-01,1,0.573,0.112
4372,YLTPS,TW_TFRI_YLTPS01_20160621_060000.wav,89734,89991,465,799,88,Ninox japonica,S-01,0,0.72,0.334
4373,YLTPS,TW_TFRI_YLTPS01_20160621_060000.wav,227172,228620,710,1191,66,Glaucidium brodiei,S-01,0,0.368,0
4374,YLTPS,TW_TFRI_YLTPS01_20160622_033000.wav,88634,89073,344,739,116,Strix nivicolum,S-01,0,0.593,0.202
4375,YLTPS,TW_TFRI_YLTPS01_20160622_033000.wav,180014,180247,373,672,88,Ninox japonica,S-01,0,0.386,0.126
4376,YLTPS,TW_TFRI_YLTPS01_20160622_033000.wav,236188,236593,373,739,116,Strix nivicolum,S-01,0,0.424,0.243
4377,YLTPS,TW_TFRI_YLTPS01_20160622_040000.wav,127736,128245,323,873,116,Strix nivicolum,S-01,1,0.376,0.596
4378,YLTPS,TW_TFRI_YLTPS01_20160622_040000.wav,182039,182507,302,789,116,Strix nivicolum,S-01,1,0.579,0.29
4379,YLTPS,TW_TFRI_YLTPS01_20160622_040000.wav,196696,197101,275,779,116,Strix nivicolum,S-01,1,0.799,0.685
4380,YLTPS,TW_TFRI_YLTPS01_20160622_040000.wav,210904,211000,373,739,116,Strix nivicolum,S-01,1,0.492,0.588
4381,YLTPS,TW_TFRI_YLTPS01_20160622_040000.wav,245002,245483,344,769,116,Strix nivicolum,S-01,1,0.396,0.116
4382,YLTPS,TW_TFRI_YLTPS01_20160622_173000.wav,191755,192078,663,1204,98,Otus lettia,S-01,0,0.556,0
4383,YLTPS,TW_TFRI_YLTPS01_20160622_223000.wav,237356,237583,465,1091,98,Otus lettia,S-01,0,0.17,0
4384,YLTPS,TW_TFRI_YLTPS01_20160625_000000.wav,109899,110353,344,759,116,Strix nivicolum,S-01,1,0.545,0.702
4385,YLTPS,TW_TFRI_YLTPS01_20160625_000000.wav,261172,261604,373,729,116,Strix nivicolum,S-01,1,0.416,0.428
4386,YLTPS,TW_TFRI_YLTPS01_20160625_000000.wav,278000,278172,358,729,116,Strix nivicolum,S-01,1,0.527,0.276
4387,YLTPS,TW_TFRI_YLTPS01_20160625_033000.wav,67752,68101,373,739,116,Strix nivicolum,S-01,0,0.292,0.504
4388,YLTPS,TW_TFRI_YLTPS01_20160625_220000.wav,7369,7870,255,769,116,Strix nivicolum,S-01,1,0.915,0.86
4389,YLTPS,TW_TFRI_YLTPS01_20160625_220000.wav,28492,28989,255,769,116,Strix nivicolum,S-01,1,0.915,0.861
4390,YLTPS,TW_TFRI_YLTPS01_20160627_033000.wav,288989,289229,465,1042,98,Otus lettia,S-01,0,0.475,0.108
4391,YLTPS,TW_TFRI_YLTPS01_20160628_013000.wav,158661,158945,573,1115,98,Otus lettia,S-01,0,0.491,0
4392,YLTPS,TW_TFRI_YLTPS01_20160628_020000.wav,30025,30266,481,1030,98,Otus lettia,S-01,0,0.688,0.624
4393,YLTPS,TW_TFRI_YLTPS01_20160629_040000.wav,136506,136993,289,841,116,Strix nivicolum,S-01,0,0.165,0.239
4394,YLTPS,TW_TFRI_YLTPS01_20160629_040000.wav,183596,184541,117,388,115,Strix leptogrammica,S-01,0,0.175,0
4395,YLTPS,TW_TFRI_YLTPS01_20160629_040000.wav,216734,217181,316,749,116,Strix nivicolum,S-01,1,0.782,0.724
4396,YLTPS,TW_TFRI_YLTPS01_20160629_040000.wav,217000,217165,358,729,88,Ninox japonica,S-01,0,0.208,0
4397,YLTPS,TW_TFRI_YLTPS01_20160629_040000.wav,277000,277144,323,729,116,Strix nivicolum,S-01,1,0.52,0.397
4398,YLTPS,TW_TFRI_YLTPS01_20160629_043000.wav,39918,40000,351,749,116,Strix nivicolum,S-01,1,0.454,0.678
4399,YLTPS,TW_TFRI_YLTPS01_20160629_043000.wav,113000,113275,344,749,116,Strix nivicolum,S-01,1,0.513,0.589
4400,YLTPS,TW_TFRI_YLTPS01_20160629_043000.wav,136018,136472,262,759,116,Strix nivicolum,S-01,1,0.896,0.843
4401,YLTPS,TW_TFRI_YLTPS01_20160630_030000.wav,29277,29567,617,1165,98,Otus lettia,S-01,0,0.263,0.328
4402,YLTPS,TW_TFRI_YLTPS01_20160701_220000.wav,135593,136005,323,769,116,Strix nivicolum,S-01,1,0.374,0.273
4403,YLTPS,TW_TFRI_YLTPS01_20160703_033000.wav,6991,7521,262,769,116,Strix nivicolum,S-01,1,0.917,0.861
4404,YLTPS,TW_TFRI_YLTPS01_20160703_033000.wav,119665,120202,249,769,116,Strix nivicolum,S-01,1,0.921,0.857
4405,YLTPS,TW_TFRI_YLTPS01_20160703_033000.wav,231975,232511,249,769,116,Strix nivicolum,S-01,1,0.913,0.859
4406,YLTPS,TW_TFRI_YLTPS01_20160703_033000.wav,252952,253000,262,749,116,Strix nivicolum,S-01,1,0.292,0.859
4407,YLTPS,TW_TFRI_YLTPS01_20160703_230000.wav,21181,21394,380,663,88,Ninox japonica,S-01,0,0.104,0
4408,YLTPS,TW_TFRI_YLTPS01_20160704_033000.wav,219032,219314,663,1153,98,Otus lettia,S-01,0,0.196,0
4409,YLTPS,TW_TFRI_YLTPS01_20160704_040000.wav,25743,26005,599,1128,98,Otus lettia,S-01,0,0.455,0
4410,YLTPS,TW_TFRI_YLTPS01_20160706_190000.wav,73337,73594,295,617,88,Ninox japonica,S-01,0,0.11,0.183
4411,YLTPS,TW_TFRI_YLTPS01_20160706_193000.wav,122234,122517,653,1165,98,Otus lettia,S-01,0,0.623,0.183
4412,YLTPS,TW_TFRI_YLTPS01_20160711_053000.wav,30478,30686,457,972,98,Otus lettia,S-01,0,0.403,0.239
4413,YLTPS,TW_TFRI_YLTPS01_20160711_053000.wav,283381,284000,830,1230,66,Glaucidium brodiei,S-01,0,0.487,0.228
4414,YLTPS,TW_TFRI_YLTPS01_20160712_010000.wav,179351,179682,617,1165,98,Otus lettia,S-01,0,0.546,0.153
4415,YLTPS,TW_TFRI_YLTPS01_20160712_183000.wav,281000,281193,100,395,115,Strix leptogrammica,S-01,0,0.284,0.247
4416,YLTPS,TW_TFRI_YLTPS01_20160714_053000.wav,101000,101366,672,1140,98,Otus lettia,S-01,0,0.613,0.194
4417,YLTPS,TW_TFRI_YLTPS01_20160714_053000.wav,142000,142158,337,759,116,Strix nivicolum,S-01,0,0.354,0
4418,YLTPS,TW_TFRI_YLTPS01_20160715_033000.wav,92569,92768,547,1054,98,Otus lettia,S-01,0,0.101,0
4419,YLTPS,TW_TFRI_YLTPS01_20160717_043000.wav,23984,24336,644,1204,98,Otus lettia,S-01,0,0.529,0
4420,YLTPS,TW_TFRI_YLTPS01_20160717_170000.wav,195824,196016,530,1054,98,Otus lettia,S-01,0,0.197,0
4421,YLTPS,TW_TFRI_YLTPS01_20160717_170000.wav,214053,214288,497,1066,98,Otus lettia,S-01,0,0.666,0.117
4422,YLTPS,TW_TFRI_YLTPS01_20160717_173000.wav,19654,20092,691,1230,98,Otus lettia,S-01,0,0.654,0
4423,YLTPS,TW_TFRI_YLTPS01_20160717_173000.wav,250376,250636,457,1042,98,Otus lettia,S-01,0,0.759,0.674
4424,YLTPS,TW_TFRI_YLTPS01_20160718_053000.wav,152744,152936,538,1115,98,Otus lettia,S-01,0,0.198,0
4425,YLTPS,TW_TFRI_YLTPS01_20160718_053000.wav,266881,267239,644,1217,98,Otus lettia,S-01,0,0.617,0.264
4426,YLTPS,TW_TFRI_YLTPS01_20160718_190000.wav,20823,21092,457,1066,98,Otus lettia,S-01,0,0.753,0.618
4427,YLTPS,TW_TFRI_YLTPS01_20160718_200000.wav,182677,182908,505,1042,98,Otus lettia,S-01,0,0.414,0.375
4428,YLTPS,TW_TFRI_YLTPS01_20160719_060000.wav,97970,98232,481,1054,98,Otus lettia,S-01,0,0.359,0.45
4429,YLTPS,TW_TFRI_YLTPS01_20160719_183000.wav,147787,148000,100,426,115,Strix leptogrammica,S-01,0,0.498,0
4430,YLTPS,TW_TFRI_YLTPS01_20160722_043000.wav,9005,9822,122,473,115,Strix leptogrammica,S-01,0,0.157,0
4431,YLTPS,TW_TFRI_YLTPS01_20160722_170000.wav,96458,96787,672,1204,98,Otus lettia,S-01,0,0.537,0
4432,YLTPS,TW_TFRI_YLTPS01_20160722_170000.wav,122043,122222,573,1030,98,Otus lettia,S-01,0,0.266,0.184
4433,YLTPS,TW_TFRI_YLTPS01_20160722_213000.wav,30528,30762,457,779,88,Ninox japonica,S-01,0,0.64,0.548
4434,YLTPS,TW_TFRI_YLTPS01_20160723_173000.wav,34636,34979,635,1165,98,Otus lettia,S-01,0,0.461,0.147
4435,YLTPS,TW_TFRI_YLTPS01_20160723_200000.wav,112732,112993,366,710,88,Ninox japonica,S-01,0,0.631,0.616
4436,YLTPS,TW_TFRI_YLTPS01_20160723_200000.wav,180396,180618,358,653,88,Ninox japonica,S-01,0,0.368,0.217
4437,YLTPS,TW_TFRI_YLTPS01_20160723_213000.wav,9920,10188,473,1091,98,Otus lettia,S-01,0,0.53,0
4438,YLTPS,TW_TFRI_YLTPS01_20160725_193000.wav,155254,155481,457,1078,98,Otus lettia,S-01,0,0.118,0
4439,YLTPS,TW_TFRI_YLTPS01_20160725_213000.wav,171785,172060,513,1153,98,Otus lettia,S-01,0,0.298,0
4440,YLTPS,TW_TFRI_YLTPS01_20160726_003000.wav,378,833,269,739,116,Strix nivicolum,S-01,1,0.88,0.83
4441,YLTPS,TW_TFRI_YLTPS01_20160726_003000.wav,19005,19436,262,769,116,Strix nivicolum,S-01,1,0.895,0.839
4442,YLTPS,TW_TFRI_YLTPS01_20160726_003000.wav,252005,252432,255,749,116,Strix nivicolum,S-01,1,0.893,0.845
4443,YLTPS,TW_TFRI_YLTPS01_20160726_173000.wav,122220,122470,282,617,88,Ninox japonica,S-01,0,0.706,0.664
4444,YLTPS,TW_TFRI_YLTPS01_20160727_000000.wav,230950,231211,457,1078,98,Otus lettia,S-01,0,0.547,0.57
4445,YLTPS,TW_TFRI_YLTPS01_20160727_030000.wav,153405,153856,337,729,116,Strix nivicolum,S-01,0,0.392,0.653
4446,YLTPS,TW_TFRI_YLTPS01_20160727_033000.wav,206761,207278,262,799,116,Strix nivicolum,S-01,0,0.538,0
4447,YLTPS,TW_TFRI_YLTPS01_20160727_040000.wav,223844,224271,289,779,116,Strix nivicolum,S-01,1,0.763,0.609
4448,YLTPS,TW_TFRI_YLTPS01_20160727_040000.wav,281243,281668,309,749,116,Strix nivicolum,S-01,1,0.581,0.619
4449,YLTPS,TW_TFRI_YLTPS01_20160727_040000.wav,298449,298881,323,739,116,Strix nivicolum,S-01,1,0.608,0.72
4450,YLTPS,TW_TFRI_YLTPS01_20160728_173000.wav,6771,6984,395,1066,98,Otus lettia,S-01,0,0.228,0.131
4451,YLTPS,TW_TFRI_YLTPS01_20160728_230000.wav,2385,2904,316,759,116,Strix nivicolum,S-01,1,0.573,0.69
4452,YLTPS,TW_TFRI_YLTPS01_20160728_230000.wav,134000,134233,373,749,116,Strix nivicolum,S-01,1,0.624,0.265
4453,YLTPS,TW_TFRI_YLTPS01_20160728_230000.wav,267321,267789,358,729,116,Strix nivicolum,S-01,1,0.449,0.496
4454,YLTPS,TW_TFRI_YLTPS01_20160728_230000.wav,289696,290149,316,769,116,Strix nivicolum,S-01,1,0.371,0.583
4455,YLTPS,TW_TFRI_YLTPS01_20160729_173000.wav,98906,99278,663,1191,98,Otus lettia,S-01,0,0.439,0
4456,YLTPS,TW_TFRI_YLTPS01_20160801_220000.wav,74771,75032,489,820,88,Ninox japonica,S-01,0,0.531,0.365
4457,YLTPS,TW_TFRI_YLTPS01_20160803_010000.wav,78757,79025,489,799,88,Ninox japonica,S-01,0,0.321,0
4458,YLTPS,TW_TFRI_YLTPS01_20160803_023000.wav,76009,76333,644,1217,98,Otus lettia,S-01,0,0.249,0
4459,YLTPS,TW_TFRI_YLTPS01_20160803_170000.wav,294018,294300,522,1153,98,Otus lettia,S-01,0,0.379,0
4460,YLTPS,TW_TFRI_YLTPS01_20160803_173000.wav,12385,12642,522,830,88,Ninox japonica,S-01,0,0.314,0
4461,YLTPS,TW_TFRI_YLTPS01_20160803_173000.wav,286753,287000,330,729,116,Strix nivicolum,S-01,0,0.231,0
4462,YLTPS,TW_TFRI_YLTPS01_20160803_180000.wav,150509,150750,497,820,88,Ninox japonica,S-01,0,0.351,0.17
4463,YLTPS,TW_TFRI_YLTPS01_20160803_220000.wav,217000,217172,337,691,116,Strix nivicolum,S-01,0,0.422,0
4464,YLTPS,TW_TFRI_YLTPS01_20160804_013000.wav,7000,7069,426,873,116,Strix nivicolum,S-01,0,0.118,0
4465,YLTPS,TW_TFRI_YLTPS01_20160804_043000.wav,245819,246547,128,449,115,Strix leptogrammica,S-01,0,0.225,0
4466,YLTPS,TW_TFRI_YLTPS01_20160804_183000.wav,97277,98018,186,489,115,Strix leptogrammica,S-01,0,0.213,0
4467,YLTPS,TW_TFRI_YLTPS01_20160805_030000.wav,2901,3073,513,1054,98,Otus lettia,S-01,0,0.442,0.175
4468,YLTPS,TW_TFRI_YLTPS01_20160807_040000.wav,280810,281030,538,830,88,Ninox japonica,S-01,0,0.126,0
4469,YLTPS,TW_TFRI_YLTPS01_20160807_170000.wav,284000,284082,426,995,116,Strix nivicolum,S-01,0,0.186,0
4470,YLTPS,TW_TFRI_YLTPS01_20160807_173000.wav,239982,240202,358,653,88,Ninox japonica,S-01,0,0.136,0
4471,YLTPS,TW_TFRI_YLTPS01_20160807_220000.wav,190014,190271,497,1140,98,Otus lettia,S-01,0,0.706,0.454
4472,YLTPS,TW_TFRI_YLTPS01_20160807_223000.wav,282135,282397,522,841,88,Ninox japonica,S-01,0,0.277,0.194
4473,YLTPS,TW_TFRI_YLTPS01_20160808_013000.wav,229783,230106,635,1191,98,Otus lettia,S-01,0,0.187,0
4474,YLTPS,TW_TFRI_YLTPS01_20160808_053000.wav,250080,250466,316,759,116,Strix nivicolum,S-01,0,0.436,0
4475,YLTPS,TW_TFRI_YLTPS01_20160809_183000.wav,168897,169000,513,810,88,Ninox japonica,S-01,0,0.252,0
4476,YLTPS,TW_TFRI_YLTPS01_20160810_180000.wav,202961,203216,465,799,88,Ninox japonica,S-01,0,0.605,0.586
4477,YLTPS,TW_TFRI_YLTPS01_20160810_220000.wav,194055,194282,481,789,88,Ninox japonica,S-01,0,0.409,0
4478,YLTPS,TW_TFRI_YLTPS01_20160811_020000.wav,138231,138466,457,1066,98,Otus lettia,S-01,0,0.459,0.17
